Date,Season,Actual,Predicted,HomeProb,DrawProb,AwayProb,HomeOdds,DrawOdds,AwayOdds,Bet_Outcome,Bet_Odds,Won,PnL
2006-12-26,2006,A,A,0.13,0.23,0.64,8.0,4.2,1.4,A,1.4,True,39.99999999999999
2006-12-26,2006,D,H,0.48,0.33,0.19,1.83,3.25,4.5,H,1.83,False,-100.0
2006-12-27,2006,D,H,0.51,0.14,0.35,2.5,3.25,2.7,H,2.5,False,-100.0
2006-12-30,2006,A,H,0.41,0.28,0.31,2.1,3.2,3.5,H,2.1,False,-100.0
2006-12-30,2006,A,A,0.25,0.36,0.39,2.6,3.2,2.62,A,2.62,True,162.0
2006-12-30,2006,H,A,0.14,0.31,0.55,6.0,4.0,1.5,A,1.5,False,-100.0
2006-12-30,2006,H,H,0.79,0.11,0.1,1.2,6.0,13.0,H,1.2,True,19.999999999999996
2006-12-30,2006,D,H,0.71,0.11,0.18,1.14,6.5,21.0,H,1.14,False,-100.0
2006-12-30,2006,H,A,0.36,0.17,0.47,2.6,3.2,2.62,A,2.62,False,-100.0
2006-12-30,2006,H,H,0.64,0.2,0.16,2.0,3.2,3.75,H,2.0,True,100.0
2006-12-30,2006,H,H,0.43,0.29,0.28,2.0,3.2,3.75,H,2.0,True,100.0
2006-12-30,2006,H,H,0.4,0.25,0.35,2.1,3.25,3.4,H,2.1,True,110.00000000000001
2007-01-01,2006,H,H,0.62,0.26,0.12,1.61,3.4,6.0,H,1.61,True,61.00000000000001
2007-01-01,2006,D,H,0.77,0.12,0.11,1.66,3.4,5.5,H,1.66,False,-100.0
2007-01-01,2006,H,A,0.32,0.29,0.39,2.37,3.2,2.9,A,2.9,False,-100.0
2007-01-01,2006,H,H,0.49,0.26,0.25,1.8,3.4,4.5,H,1.8,True,80.0
2007-01-01,2006,A,A,0.3,0.24,0.46,2.37,3.2,2.9,A,2.9,True,190.0
2007-01-01,2006,H,H,0.47,0.25,0.28,2.1,3.2,3.5,H,2.1,True,110.00000000000001
2007-01-01,2006,D,A,0.06,0.24,0.7,6.5,3.75,1.53,A,1.53,False,-100.0
2007-01-01,2006,D,H,0.42,0.29,0.29,2.4,3.2,2.87,H,2.4,False,-100.0
2007-01-02,2006,H,H,0.75,0.2,0.05,1.22,5.5,13.0,H,1.22,True,21.999999999999996
2007-01-02,2006,D,A,0.04,0.04,0.92,6.5,3.75,1.53,A,1.53,False,-100.0
2007-01-13,2006,D,H,0.56,0.12,0.32,2.1,3.3,3.4,H,2.1,False,-100.0
2007-01-13,2006,A,A,0.11,0.18,0.71,6.5,3.75,1.53,A,1.53,True,53.0
2007-01-13,2006,D,H,0.43,0.2,0.37,2.6,3.2,2.62,H,2.6,False,-100.0
2007-01-13,2006,H,H,0.83,0.11,0.06,1.25,5.5,11.0,H,1.25,True,25.0
2007-01-13,2006,A,H,0.54,0.19,0.27,2.5,3.2,2.75,H,2.5,False,-100.0
2007-01-13,2006,D,H,0.48,0.33,0.19,1.8,3.25,4.75,H,1.8,False,-100.0
2007-01-13,2006,A,A,0.32,0.33,0.35,4.2,3.4,1.83,A,1.83,True,83.0
2007-01-13,2006,H,H,0.56,0.25,0.19,1.2,6.0,13.0,H,1.2,True,19.999999999999996
2007-01-14,2006,A,H,0.58,0.28,0.14,1.8,3.4,4.5,H,1.8,False,-100.0
2007-01-14,2006,D,H,0.44,0.3,0.26,2.0,3.2,3.75,H,2.0,False,-100.0
2007-01-20,2006,D,H,0.67,0.2,0.13,1.8,3.4,4.33,H,1.8,False,-100.0
2007-01-20,2006,H,H,0.73,0.12,0.15,1.83,3.3,4.33,H,1.83,True,83.0
2007-01-20,2006,A,H,0.58,0.23,0.19,1.57,3.8,5.5,H,1.57,False,-100.0
2007-01-20,2006,H,H,0.5,0.34,0.16,2.5,3.2,2.75,H,2.5,True,150.0
2007-01-20,2006,A,H,0.46,0.21,0.33,2.25,3.2,3.1,H,2.25,False,-100.0
2007-01-20,2006,H,D,0.41,0.41,0.18,2.87,3.0,2.5,D,3.0,False,-100.0
2007-01-20,2006,D,A,0.27,0.32,0.41,2.87,3.2,2.4,A,2.4,False,-100.0
2007-01-20,2006,H,H,0.4,0.31,0.29,1.57,3.6,6.0,H,1.57,True,57.00000000000001
2007-01-21,2006,H,D,0.32,0.38,0.3,2.5,3.1,2.8,D,3.1,False,-100.0
2007-01-21,2006,A,A,0.39,0.17,0.44,2.5,3.2,2.75,A,2.75,True,175.0
